image_path,flower_type,color,Linalool,Geraniol,Citronellol
train/daisy/4858518329_7563eb0baa_m.jpg,daisy,yellow,0.316,0.338,0.396
train/daisy/4861391074_c3e122dab0_m.jpg,daisy,red,0.3,0.282,0.554
train/daisy/4865691548_00319261b8.jpg,daisy,white,0.289,0.353,0.109
train/daisy/4890424315_6a59696357_n.jpg,daisy,pink,0.486,0.398,0.385
train/daisy/4897587985_f9293ea1ed.jpg,daisy,white,0.568,0.524,0.118
train/daisy/4923279674_e7f8e70794_n.jpg,daisy,pink,0.352,0.284,0.555
train/daisy/4993492878_11fd4f5d12.jpg,daisy,yellow,0.166,0.178,0.204
train/daisy/5014137563_d03eb0ed75_n.jpg,daisy,red,0.301,0.577,0.284
train/daisy/5054771689_00dd40b971_n.jpg,daisy,purple,0.488,0.327,0.361
train/daisy/5058708968_8bdcd29e63_n.jpg,daisy,purple,0.472,0.327,0.461
train/daisy/5087720485_c0914fb623.jpg,daisy,purple,0.242,0.297,0.549
train/daisy/5109508979_68e3530791_m.jpg,daisy,pink,0.139,0.541,0.437
train/daisy/5110105726_53eb7a93be_m.jpg,daisy,white,0.502,0.173,0.583
train/daisy/5110107234_12ddc0206b_m.jpg,daisy,pink,0.129,0.451,0.352
train/daisy/5110109540_beed4ed162_m.jpg,daisy,pink,0.314,0.304,0.36
train/daisy/5110110938_9da91455c4_m.jpg,daisy,yellow,0.182,0.333,0.169
train/daisy/5133243796_44de429de5_m.jpg,daisy,pink,0.533,0.468,0.482
train/daisy/5135131051_102d4878ca_n.jpg,daisy,white,0.354,0.508,0.439
train/daisy/5434742166_35773eba57_m.jpg,daisy,red,0.282,0.104,0.516
train/daisy/5434901893_4550be3f84_m.jpg,daisy,white,0.579,0.352,0.222
train/daisy/5434913005_409c1e8b56_n.jpg,daisy,purple,0.19,0.207,0.549
train/daisy/5434914569_e9b982fde0_n.jpg,daisy,white,0.445,0.2,0.13
train/daisy/5435513198_90ce39f1aa_n.jpg,daisy,pink,0.19,0.347,0.276
train/daisy/5435521200_92029bbe2b_n.jpg,daisy,yellow,0.21,0.346,0.335
train/daisy/5435522104_1d6a61b431_n.jpg,daisy,pink,0.525,0.172,0.558
train/daisy/5459481183_18d2d49e44_m.jpg,daisy,red,0.377,0.379,0.37
train/daisy/5512287917_9f5d3f0f98_n.jpg,daisy,white,0.466,0.232,0.257
train/daisy/5561775629_a2b709b3a4_n.jpg,daisy,red,0.372,0.267,0.471
train/daisy/5574421625_61b1f49b3f_m.jpg,daisy,pink,0.545,0.411,0.371
train/daisy/5577555349_2e8490259b.jpg,daisy,pink,0.231,0.355,0.379
train/daisy/5586977262_6b24412805_n.jpg,daisy,pink,0.164,0.163,0.214
train/daisy/5602738326_97121e007d_n.jpg,daisy,red,0.58,0.496,0.283
train/daisy/5608389827_a42a46f760.jpg,daisy,yellow,0.158,0.323,0.281
train/daisy/5623010186_796ca8d29a.jpg,daisy,pink,0.443,0.293,0.171
train/daisy/5626784099_b36dd3fb11_n.jpg,daisy,purple,0.242,0.456,0.322
train/daisy/5626895440_97a0ec04c2_n.jpg,daisy,purple,0.535,0.554,0.484
train/daisy/5632774792_0fa33d17eb_n.jpg,daisy,white,0.246,0.524,0.165
train/daisy/5665834973_76bd6c6523_m.jpg,daisy,purple,0.451,0.599,0.389
train/daisy/5665838969_fe217988b9_m.jpg,daisy,red,0.427,0.383,0.118
train/daisy/5679288570_b4c52e76d5.jpg,daisy,red,0.528,0.262,0.361
train/daisy/5684911529_88a7ae32ba_n.jpg,daisy,white,0.16,0.259,0.229
train/daisy/5693459303_e61d9a9533.jpg,daisy,purple,0.37,0.189,0.314
train/daisy/5700781400_65761f3fce.jpg,daisy,purple,0.122,0.413,0.201
train/daisy/5714327423_50af0cffe9.jpg,daisy,purple,0.544,0.217,0.206
train/daisy/5722473541_ffac1ae67e_n.jpg,daisy,pink,0.161,0.302,0.435
train/daisy/5739768868_9f982684f9_n.jpg,daisy,red,0.194,0.345,0.2
train/daisy/5765646947_82e95a9cc9_n.jpg,daisy,white,0.574,0.444,0.385
train/daisy/5769217520_c90efc3c93_m.jpg,daisy,pink,0.59,0.113,0.231
train/daisy/5773652803_574b51414f_n.jpg,daisy,white,0.545,0.328,0.357
train/daisy/5795159787_ebb51a5e75.jpg,daisy,white,0.508,0.557,0.328
train/daisy/5796562389_ae43c83317_m.jpg,daisy,purple,0.444,0.528,0.368
train/daisy/5809489674_5659b3ae5d_n.jpg,daisy,white,0.238,0.259,0.203
train/daisy/5811226952_4650ed70ae_n.jpg,daisy,purple,0.459,0.218,0.168
train/daisy/5853276960_d08f90fff6.jpg,daisy,yellow,0.122,0.338,0.493
train/daisy/5869147563_66fb88119d.jpg,daisy,pink,0.382,0.433,0.234
train/daisy/5874818796_3efbb8769d.jpg,daisy,yellow,0.513,0.234,0.382
train/daisy/5876455546_32049e5585.jpg,daisy,pink,0.178,0.279,0.474
train/daisy/5881907044_92a85a05c8_n.jpg,daisy,pink,0.582,0.57,0.306
train/daisy/5883162120_dc7274af76_n.jpg,daisy,white,0.199,0.593,0.341
train/daisy/5884807222_22f5326ba8_m.jpg,daisy,pink,0.188,0.304,0.249
train/daisy/5885826924_38fdc6bcaa_n.jpg,daisy,purple,0.509,0.585,0.528
train/daisy/5944315415_2be8abeb2f_m.jpg,daisy,yellow,0.6,0.25,0.313
train/daisy/5948835387_5a98d39eff_m.jpg,daisy,purple,0.285,0.58,0.377
train/daisy/5973488341_50bdf6cee3_n.jpg,daisy,yellow,0.275,0.123,0.565
train/daisy/5973491805_556bba93cc.jpg,daisy,red,0.339,0.387,0.319
train/daisy/5981645737_29eceac291_m.jpg,daisy,purple,0.2,0.132,0.509
train/daisy/5997702776_c7bc37aa6b_n.jpg,daisy,pink,0.153,0.397,0.164
train/daisy/6054952060_c88612f3c5_n.jpg,daisy,yellow,0.402,0.53,0.15
train/daisy/6089825811_80f253fbe1.jpg,daisy,red,0.476,0.314,0.386
train/daisy/6095817094_3a5b1d793d.jpg,daisy,pink,0.592,0.498,0.427
train/daisy/6136947177_47ff445eb4_n.jpg,daisy,white,0.552,0.388,0.566
train/daisy/6148728633_27afc47b0c_m.jpg,daisy,purple,0.101,0.438,0.533
train/daisy/6207492986_0ff91f3296.jpg,daisy,yellow,0.272,0.496,0.233
train/daisy/6208851904_9d916ebb32_n.jpg,daisy,purple,0.583,0.583,0.43
train/daisy/6210664514_f1d211217a.jpg,daisy,red,0.571,0.126,0.523
train/daisy/6299498346_b9774b6500.jpg,daisy,white,0.42,0.539,0.261
train/daisy/6299910262_336309ffa5_n.jpg,daisy,pink,0.11,0.427,0.264
train/daisy/6323721068_3d3394af6d_n.jpg,daisy,yellow,0.554,0.128,0.234
train/daisy/6480809573_76a0074b69_n.jpg,daisy,yellow,0.107,0.486,0.195
train/daisy/6480809771_b1e14c5cc2_m.jpg,daisy,pink,0.502,0.514,0.314
train/daisy/6529588249_d9cbe68aab_n.jpg,daisy,red,0.208,0.564,0.438
train/daisy/6596277835_9f86da54bb.jpg,daisy,pink,0.431,0.347,0.319
train/daisy/6776075110_1ea7a09dd4_n.jpg,daisy,pink,0.389,0.4,0.198
train/daisy/6864242336_0d12713fe5_n.jpg,daisy,pink,0.268,0.351,0.147
train/daisy/6884975451_c74f445d69_m.jpg,daisy,white,0.359,0.442,0.549
train/daisy/6910811638_aa6f17df23.jpg,daisy,pink,0.385,0.296,0.562
train/daisy/6950173662_5e9473003e_n.jpg,daisy,white,0.209,0.232,0.24
train/daisy/6978826370_7b9aa7c7d5.jpg,daisy,yellow,0.343,0.584,0.571
train/daisy/7066602021_2647457985_m.jpg,daisy,purple,0.431,0.306,0.532
train/daisy/7133935763_82b17c8e1b_n.jpg,daisy,red,0.427,0.525,0.293
train/daisy/7189043225_2fe781439a_n.jpg,daisy,white,0.161,0.505,0.427
train/daisy/7191221492_610035de7c_m.jpg,daisy,white,0.558,0.313,0.446
train/daisy/7199968650_72afc16d31_m.jpg,daisy,yellow,0.39,0.36,0.282
train/daisy/7227973870_806d9d3e42_n.jpg,daisy,pink,0.538,0.368,0.429
train/daisy/7288989324_c25d9febbf.jpg,daisy,white,0.124,0.348,0.326
train/daisy/7320089276_87b544e341.jpg,daisy,yellow,0.209,0.435,0.331
train/daisy/7335886184_d06a83f640.jpg,daisy,pink,0.479,0.52,0.51
train/daisy/7358085448_b317d11cd5.jpg,daisy,red,0.474,0.199,0.233
train/daisy/7377004908_5bc0cde347_n.jpg,daisy,pink,0.456,0.435,0.245
train/daisy/7410356270_9dff4d0e2e_n.jpg,daisy,white,0.329,0.4,0.23
train/daisy/7416083788_fcb4c4f27e_n.jpg,daisy,purple,0.267,0.172,0.554
train/daisy/7454630692_ab2d67dd18_m.jpg,daisy,purple,0.596,0.184,0.58
train/daisy/7538403124_f2fc48750a.jpg,daisy,white,0.264,0.133,0.517
train/daisy/7568630428_8cf0fc16ff_n.jpg,daisy,white,0.238,0.154,0.155
train/daisy/7629784968_b953501902_n.jpg,daisy,pink,0.438,0.245,0.22
train/daisy/7630511450_02d3292e90.jpg,daisy,red,0.367,0.118,0.268
train/daisy/7630517248_98fb8bee1f_n.jpg,daisy,pink,0.145,0.407,0.348
train/daisy/7630520686_e3a61ac763.jpg,daisy,yellow,0.524,0.444,0.377
train/daisy/7633425046_8293e3d0e9_m.jpg,daisy,white,0.298,0.166,0.436
train/daisy/7669550908_bc5a11276f_n.jpg,daisy,yellow,0.288,0.527,0.361
train/daisy/7702332000_3f21ef4571_n.jpg,daisy,red,0.475,0.23,0.266
train/daisy/7749368884_1fc58c67ff_n.jpg,daisy,yellow,0.585,0.484,0.131
train/daisy/7790614422_4557928ab9_n.jpg,daisy,white,0.182,0.467,0.111
train/daisy/7924174040_444d5bbb8a.jpg,daisy,yellow,0.297,0.502,0.314
train/daisy/8008258043_5457dd254b_n.jpg,daisy,white,0.414,0.455,0.289
train/daisy/8021540573_c56cf9070d_n.jpg,daisy,red,0.577,0.404,0.408
train/daisy/8063844363_db3f4dea85.jpg,daisy,red,0.271,0.538,0.279
train/daisy/8071646795_2fdc89ab7a_n.jpg,daisy,pink,0.425,0.397,0.345
train/daisy/8085329197_41d53a21e2_n.jpg,daisy,white,0.131,0.482,0.459
train/daisy/8094774544_35465c1c64.jpg,daisy,yellow,0.567,0.577,0.275
train/daisy/8120563761_ed5620664f_m.jpg,daisy,yellow,0.456,0.132,0.3
train/daisy/8127252886_96558c23d1.jpg,daisy,white,0.125,0.59,0.135
train/daisy/8348621545_8f02b82662_n.jpg,daisy,pink,0.492,0.17,0.264
train/daisy/8382667241_0f046cecdb_n.jpg,daisy,yellow,0.209,0.567,0.191
train/daisy/8383753520_8391dd80ee_m.jpg,daisy,purple,0.207,0.46,0.165
train/daisy/8446495985_f72d851482.jpg,daisy,yellow,0.132,0.372,0.528
train/daisy/8489463746_a9839bf7e4.jpg,daisy,white,0.27,0.456,0.333
train/daisy/8616684075_71923bb771_n.jpg,daisy,pink,0.198,0.571,0.377
train/daisy/8619103877_d8c82c5f34_n.jpg,daisy,purple,0.491,0.569,0.321
train/daisy/8645839873_0151fb92bf_n.jpg,daisy,white,0.569,0.528,0.317
train/daisy/8671824531_64b816949e_m.jpg,daisy,white,0.563,0.149,0.246
train/daisy/8681746439_d6beeefbf9.jpg,daisy,red,0.139,0.524,0.198
train/daisy/8694909523_3ca25d449d_n.jpg,daisy,white,0.455,0.241,0.366
train/daisy/8696022686_1f8d62c5cb_m.jpg,daisy,white,0.352,0.104,0.525
train/daisy/8706810197_17b6c1f1e7.jpg,daisy,white,0.104,0.136,0.262
train/daisy/8708143485_38d084ac8c_n.jpg,daisy,white,0.547,0.175,0.186
train/daisy/8709110478_60d12efcd4_n.jpg,daisy,pink,0.152,0.538,0.329
train/daisy/8709535323_a6bea3e43f.jpg,daisy,pink,0.388,0.112,0.553
train/daisy/8710109684_e2c5ef6aeb_n.jpg,daisy,purple,0.175,0.301,0.217
train/daisy/8718637649_87a0d85190_n.jpg,daisy,white,0.293,0.6,0.398
train/daisy/8719756744_34a5a83976_n.jpg,daisy,white,0.536,0.498,0.536
train/daisy/8740807508_0587f5b7b7.jpg,daisy,purple,0.423,0.304,0.395
train/daisy/8742143296_fed9fa007c.jpg,daisy,red,0.512,0.309,0.549
train/daisy/8759177308_951790e00d_m.jpg,daisy,pink,0.314,0.406,0.383
train/daisy/8882282142_9be2524d38_m.jpg,daisy,pink,0.295,0.509,0.426
train/daisy/8887005939_b19e8305ee.jpg,daisy,pink,0.397,0.534,0.363
train/daisy/8932490012_cc08e690ba_n.jpg,daisy,pink,0.357,0.577,0.441
train/daisy/8938566373_d129e7af75.jpg,daisy,yellow,0.299,0.226,0.227
train/daisy/8964198962_6d8593b533.jpg,daisy,purple,0.255,0.234,0.12
train/daisy/8983779970_9d3a6a3bf2_n.jpg,daisy,purple,0.275,0.205,0.107
train/daisy/9054268881_19792c5203_n.jpg,daisy,purple,0.518,0.332,0.511
train/daisy/9094631844_1a6abca29e.jpg,daisy,purple,0.138,0.154,0.516
train/daisy/9120905231_329598304e.jpg,daisy,purple,0.397,0.153,0.213
train/daisy/9146733107_98b15d3892_m.jpg,daisy,red,0.333,0.218,0.198
train/daisy/9158041313_7a6a102f7a_n.jpg,daisy,pink,0.342,0.158,0.502
train/daisy/9161647994_e39b65cb9c_n.jpg,daisy,purple,0.496,0.293,0.476
train/daisy/9175280426_40ecc395b8_m.jpg,daisy,pink,0.487,0.121,0.399
train/daisy/9180706736_092d43088c.jpg,daisy,yellow,0.234,0.485,0.491
train/daisy/9204730092_a7f2182347.jpg,daisy,white,0.592,0.531,0.397
train/daisy/9242705328_eee8402a8d.jpg,daisy,red,0.39,0.302,0.576
train/daisy/9244082319_b1f7e2d8b0_n.jpg,daisy,pink,0.38,0.449,0.48
train/daisy/9286947622_4822f4fc21.jpg,daisy,pink,0.505,0.222,0.343
train/daisy/9299302012_958c70564c_n.jpg,daisy,purple,0.462,0.479,0.383
train/daisy/9310226774_d1b8f5d9c9.jpg,daisy,pink,0.326,0.298,0.382
train/daisy/9321854387_5f77c926cb_n.jpg,daisy,yellow,0.504,0.471,0.237
train/daisy/9345273630_af3550031d.jpg,daisy,pink,0.235,0.294,0.504
train/daisy/9346508462_f0af3163f4.jpg,daisy,yellow,0.187,0.379,0.192
train/daisy/9350942387_5b1d043c26_n.jpg,daisy,yellow,0.401,0.556,0.123
train/daisy/9467543719_c4800becbb_m.jpg,daisy,pink,0.227,0.344,0.307
train/daisy/9489270024_1b05f08492_m.jpg,daisy,pink,0.562,0.348,0.331
train/daisy/9496209717_25a6ebdab6_m.jpg,daisy,purple,0.113,0.214,0.291
train/daisy/9515186037_3be48fe68f.jpg,daisy,pink,0.524,0.555,0.132
train/daisy/9529916092_de70623523_n.jpg,daisy,yellow,0.306,0.588,0.568
train/daisy/9593034725_0062f0d24e_n.jpg,daisy,red,0.196,0.107,0.502
train/daisy/9595857626_979c45e5bf_n.jpg,daisy,white,0.259,0.506,0.345
train/daisy/9611923744_013b29e4da_n.jpg,daisy,white,0.37,0.273,0.555
train/daisy/9922116524_ab4a2533fe_n.jpg,daisy,pink,0.245,0.32,0.484
train/rose/10090824183_d02c613f10_m.jpg,rose,purple,0.454,0.721,0.805
train/rose/10503217854_e66a804309.jpg,rose,red,1.179,1.022,0.693
train/rose/10894627425_ec76bbc757_n.jpg,rose,purple,0.754,0.719,0.506
train/rose/11102341464_508d558dfc_n.jpg,rose,red,0.369,0.574,0.297
train/rose/11233672494_d8bf0a3dbf_n.jpg,rose,pink,0.675,0.636,0.922
train/rose/11694025703_9a906fedc1_n.jpg,rose,white,0.294,0.955,0.462
train/rose/11944957684_2cc806276e.jpg,rose,white,0.923,0.45,0.457
train/rose/12045735155_42547ce4e9_n.jpg,rose,red,0.65,0.659,0.937
train/rose/12165480946_c4a3fe182d_n.jpg,rose,red,0.347,0.83,0.348
train/rose/12202373204_34fb07205b.jpg,rose,pink,1.008,0.975,1.14
train/rose/12238827553_cf427bfd51_n.jpg,rose,pink,1.179,0.774,0.641
train/rose/12240165555_98625b1e88_n.jpg,rose,red,1.001,0.533,0.428
train/rose/12240577184_b0de0e53ea_n.jpg,rose,red,0.644,0.253,0.507
train/rose/12243068283_ee4c2683e2_n.jpg,rose,white,0.822,1.106,0.224
train/rose/12243069253_e512464095_n.jpg,rose,white,0.206,0.334,0.559
train/rose/12323085443_8ac0cdb713_n.jpg,rose,purple,0.458,0.468,0.679
train/rose/12338444334_72fcc2fc58_m.jpg,rose,pink,0.848,0.428,0.482
train/rose/12395698413_c0388278f7.jpg,rose,purple,0.358,0.988,0.313
train/rose/12406229175_82e2ac649c_n.jpg,rose,white,1.164,0.879,0.742
train/rose/12406418663_af20dc225f_n.jpg,rose,yellow,0.719,0.626,0.581
train/rose/12407768513_3440238148_n.jpg,rose,purple,0.554,1.028,0.517
train/rose/12434194695_a7c4e73c6b_n.jpg,rose,red,1.172,1.122,1.104
train/rose/12450781274_eb78723921.jpg,rose,red,0.631,0.706,0.499
train/rose/12562723334_a2e0a9e3c8_n.jpg,rose,pink,0.74,0.522,0.488
train/rose/12572786553_634868f7f2_n.jpg,rose,yellow,0.525,1.16,0.41
train/rose/13231224664_4af5293a37.jpg,rose,purple,0.302,0.43,1.066
train/rose/13235124703_a7e1266e44.jpg,rose,yellow,0.799,0.719,0.792
train/rose/13264214185_d6aa79b3bd.jpg,rose,red,0.658,0.545,0.6
train/rose/13279526615_a3b0059bec.jpg,rose,yellow,1.171,0.742,0.207
train/rose/13342823005_16d3df58df_n.jpg,rose,red,0.719,1.171,1.079
train/rose/13929462317_96342a9a44.jpg,rose,pink,0.61,0.4,0.545
train/rose/13979889721_42a59ca9fa_m.jpg,rose,red,1.164,0.66,0.815
train/rose/14001990976_bd2da42dbc.jpg,rose,purple,1.156,0.991,0.339
train/rose/14019883858_e5d2a0ec10_n.jpg,rose,purple,0.905,0.508,0.229
train/rose/14107161906_5737e0e4ec.jpg,rose,yellow,0.577,1.135,1.006
train/rose/14145188939_b4de638bd3_n.jpg,rose,yellow,0.707,0.733,0.55
train/rose/14154164774_3b39d36778.jpg,rose,red,0.65,0.216,0.75
train/rose/14166797345_d2ab9da518.jpg,rose,red,0.324,0.904,1.059
train/rose/14172324538_2147808483_n.jpg,rose,yellow,0.883,1.189,0.428
train/rose/14176042519_5792b37555.jpg,rose,white,0.952,1.009,0.923
train/rose/14221192676_eb8c89a7d6_n.jpg,rose,pink,0.367,0.493,0.558
train/rose/14267691818_301aceda07.jpg,rose,white,0.655,0.6,1.163
train/rose/14312910041_b747240d56_n.jpg,rose,white,1.009,0.296,1.154
train/rose/14381787252_e8e12e277a_n.jpg,rose,purple,0.548,0.651,0.773
train/rose/14408977935_a397e796b8_m.jpg,rose,yellow,0.219,0.397,0.371
train/rose/14414100710_753a36fce9.jpg,rose,pink,0.988,0.747,0.955
train/rose/14414117598_cf70df30de.jpg,rose,purple,1.084,0.376,0.826
train/rose/14414123198_24606fb32d.jpg,rose,white,0.821,0.343,0.272
train/rose/14494590921_3bb1dc7b88_n.jpg,rose,pink,0.604,0.617,0.692
train/rose/14510185271_b5d75dd98e_n.jpg,rose,red,0.512,0.575,0.306
train/rose/14573732424_1bb91e2e42_n.jpg,rose,pink,0.431,0.394,0.822
train/rose/14597445311_8acb60247e.jpg,rose,yellow,0.911,0.632,1.054
train/rose/14683774134_6367640585.jpg,rose,purple,0.693,0.326,0.896
train/rose/14687731322_5613f76353.jpg,rose,red,1.08,0.704,0.269
train/rose/14747962886_2bff6bb323_m.jpg,rose,pink,0.584,0.529,1.046
train/rose/14810868100_87eb739f26_m.jpg,rose,white,0.639,1.165,0.245
train/rose/14880561916_79aeb812fd_n.jpg,rose,white,1.014,0.977,1.072
train/rose/14943194730_f48b4d4547_n.jpg,rose,purple,0.511,0.574,0.773
train/rose/14970973709_968910640e_n.jpg,rose,pink,0.526,0.88,0.408
train/rose/14982802401_a3dfb22afb.jpg,rose,white,0.836,0.673,0.483
train/rose/14993880427_95d0f27257.jpg,rose,yellow,0.728,0.377,0.289
train/rose/15011625580_7974c44bce.jpg,rose,purple,0.267,1.051,0.234
train/rose/15032112248_30c5284e54_n.jpg,rose,purple,0.484,0.937,0.696
train/rose/15060816740_68e1b2c31b.jpg,rose,white,0.65,0.738,1.099
train/rose/15061894841_e5aca59ecd_n.jpg,rose,pink,0.334,0.409,0.539
train/rose/15094168139_8f636ffa1d_n.jpg,rose,pink,0.488,0.641,0.583
train/rose/15104537437_f6730b38c3_n.jpg,rose,red,0.611,1.195,0.805
train/rose/15172358234_28706749a5.jpg,rose,white,0.699,0.826,0.427
train/rose/15174615529_144ae28bdb_n.jpg,rose,purple,0.924,0.982,0.487
train/rose/15184419268_7230e9728e.jpg,rose,pink,0.394,0.286,0.916
train/rose/15186434972_e353da940a.jpg,rose,red,0.345,0.313,0.913
train/rose/15190665092_5c1c37a066_m.jpg,rose,yellow,0.583,1.108,0.971
train/rose/15202632426_d88efb321a_n.jpg,rose,red,0.276,0.999,0.81
train/rose/15222804561_0fde5eb4ae_n.jpg,rose,yellow,0.547,1.047,0.358
train/rose/15236835789_6009b8f33d.jpg,rose,white,0.931,0.429,0.346
train/rose/15255964274_cf2ecdf702.jpg,rose,yellow,1.018,0.347,1.017
train/rose/15255964454_0a64eb67fa.jpg,rose,pink,0.655,0.229,0.627
train/rose/15274443248_76b9f3eb24.jpg,rose,white,1.187,0.302,0.339
train/rose/15277801151_5ed88f40f0_n.jpg,rose,red,0.674,0.471,0.433
train/rose/15312360171_57bde98799_n.jpg,rose,yellow,0.773,1.016,0.506
train/rose/15319767030_e6c5602a77_m.jpg,rose,red,0.732,1.005,0.534
train/rose/15333843782_060cef3030.jpg,rose,white,0.263,0.541,0.388
train/rose/15419696882_9394168a10_n.jpg,rose,yellow,1.135,0.466,0.793
train/rose/15424480096_45bb574b33.jpg,rose,pink,0.5,0.855,0.475
train/rose/15498482197_8878cdfb07_n.jpg,rose,pink,1.083,0.744,0.321
train/rose/15509799653_0562d4a4fa.jpg,rose,yellow,1.024,1.077,0.34
train/rose/15537825851_a80b6321d7_n.jpg,rose,yellow,0.984,0.696,0.755
train/rose/15566697073_9a214b700e_n.jpg,rose,red,0.918,0.85,0.822
train/rose/15602874619_03fd934bed.jpg,rose,purple,0.4,0.503,0.658
train/rose/15674450867_0ced942941_n.jpg,rose,yellow,0.378,0.473,0.413
train/rose/15681454551_b6f73ce443_n.jpg,rose,red,1.047,1.028,1.04
train/rose/15697872479_ed48e9dd73_n.jpg,rose,purple,0.422,0.791,0.237
train/rose/15699509054_d3e125286f_n.jpg,rose,yellow,0.744,0.848,0.609
train/rose/15712574834_2f121c7cf9_m.jpg,rose,red,0.472,0.482,0.349
train/rose/15738649506_2b4c2fd933_m.jpg,rose,yellow,1.168,1.05,0.941
train/rose/15750320284_22ef21c682.jpg,rose,red,0.646,0.493,0.711
train/rose/15761264350_4caaf080f6_m.jpg,rose,red,0.678,0.425,1.112
train/rose/15802657001_40fe77c030_m.jpg,rose,white,0.766,0.734,1.158
train/rose/15820572326_be2ea4a55c_n.jpg,rose,yellow,0.921,1.094,0.364
train/rose/15821959372_518b9dcf57_n.jpg,rose,yellow,0.377,0.917,0.675
train/rose/15822837396_96b392fda8_m.jpg,rose,yellow,0.538,1.145,0.721
train/rose/15859434664_67bf3ef29f.jpg,rose,pink,1.025,0.294,1.127
train/rose/15901230359_1819e96b89_n.jpg,rose,pink,0.613,0.484,0.286
train/rose/15922772266_1167a06620.jpg,rose,white,1.018,1.037,0.9
train/rose/15949087094_a8f565295c_m.jpg,rose,purple,0.557,0.922,1.073
train/rose/15951588433_c0713cbfc6_m.jpg,rose,yellow,0.91,0.822,0.931
train/rose/15965652160_de91389965_m.jpg,rose,pink,0.694,0.88,1.186
train/rose/15977362155_461030c196_m.jpg,rose,red,1.026,0.509,0.413
train/rose/15999816377_4b95e0b538_n.jpg,rose,yellow,1.185,0.653,1.198
train/rose/16018886851_c32746cb72.jpg,rose,purple,1.147,0.2,0.845
train/rose/16051111039_0f0626a241_n.jpg,rose,white,0.751,1.182,0.981
train/rose/16078501836_3ac067e18a.jpg,rose,red,0.945,0.233,0.645
train/rose/16100313047_c2e23cbb3d_n.jpg,rose,red,0.518,1.133,0.375
train/rose/16149016979_23ef42b642_m.jpg,rose,yellow,0.832,0.72,1.068
train/rose/16152175716_55d6968e08_n.jpg,rose,yellow,0.576,0.579,1.05
train/rose/16152205512_9d6cb80fb6.jpg,rose,purple,1.089,0.352,0.423
train/rose/16155980245_6ab8d7b888.jpg,rose,yellow,0.321,1.112,0.94
train/rose/16157873719_bf0bdf8558_n.jpg,rose,white,0.358,0.334,0.962
train/rose/16209331331_343c899d38.jpg,rose,yellow,0.353,0.436,0.781
train/rose/16229215579_e7dd808e9c.jpg,rose,white,1.177,1.003,0.567
train/rose/16258946661_f9739cdc0a.jpg,rose,purple,0.978,0.346,1.139
train/rose/16316557109_7fc55c1cbc_m.jpg,rose,yellow,0.31,1.198,1.047
train/rose/16334786972_1b3e71cab8_m.jpg,rose,purple,0.728,0.734,0.881
train/rose/16339359979_6d742660b8_n.jpg,rose,white,0.697,0.464,0.946
train/rose/16374919860_4e445de29f_n.jpg,rose,purple,1.17,0.915,0.541
train/rose/16424992340_c1d9eb72b4.jpg,rose,pink,0.393,0.523,0.544
train/rose/16449467833_d82aac5749_m.jpg,rose,pink,0.986,0.221,0.356
train/rose/16476788181_0e2ffc719a.jpg,rose,purple,0.229,0.724,0.404
train/rose/16484100863_979beacb08.jpg,rose,yellow,0.471,0.458,0.786
train/rose/16525204061_9b47be3726_m.jpg,rose,red,0.65,0.246,0.924
train/rose/16545641666_2781e542a0_m.jpg,rose,yellow,0.632,0.85,0.734
train/rose/16552686350_db8db55cd2.jpg,rose,purple,0.61,0.246,0.209
train/rose/16643944275_3cd4cd966c.jpg,rose,red,0.739,0.405,0.873
train/rose/16666836810_216f50e9c3_m.jpg,rose,pink,1.039,0.672,0.62
train/rose/16670921315_0fc48d7ab2_n.jpg,rose,yellow,0.96,1.106,0.293
train/rose/16691277899_9433f39155_n.jpg,rose,pink,0.438,0.345,0.383
train/rose/16772483324_09f24813a1_n.jpg,rose,yellow,0.278,0.982,1.149
train/rose/16903172207_2cd7aca66a.jpg,rose,red,0.214,0.486,0.926
train/rose/16961613890_695b36aab2_m.jpg,rose,yellow,0.218,0.729,0.921
train/rose/17040847367_b54d05bf52.jpg,rose,white,0.641,0.909,0.983
train/rose/17051448596_69348f7fce_m.jpg,rose,pink,0.724,0.959,0.935
train/rose/17062080069_36ac7907d2_n.jpg,rose,pink,0.533,1.149,0.797
train/rose/17077876795_6dd1b03f54_m.jpg,rose,pink,1.192,0.204,1.178
train/rose/17090993740_fcc8b60b81.jpg,rose,red,0.408,0.381,0.219
train/rose/17158274118_00ec99a23c.jpg,rose,purple,0.85,0.773,0.778
train/rose/17165596357_392a12391f.jpg,rose,pink,0.673,0.972,0.634
train/rose/17302463621_d82be11f01_n.jpg,rose,yellow,1.193,0.531,0.988
train/rose/17305246720_1866d6303b.jpg,rose,white,0.235,0.868,1.06
train/rose/17449165090_dfb27af360_n.jpg,rose,red,0.486,0.606,0.204
train/rose/17554868955_35f48516cd_m.jpg,rose,pink,0.306,0.805,0.215
train/rose/17700322054_1c4fdaa034_m.jpg,rose,purple,1.02,0.874,0.531
train/rose/17702388233_f29dc14834_m.jpg,rose,yellow,0.398,0.773,0.484
train/rose/17953368844_be3d18cf30_m.jpg,rose,pink,0.556,0.258,0.938
train/rose/17990320484_93bba345d2_m.jpg,rose,white,1.001,0.499,0.418
train/rose/18220342690_f1c20134bd.jpg,rose,purple,0.437,0.754,0.268
